-15.0,149.0
-14.0,129.66666666666666
-13.0,111.66666666666667
-12.0,95.0
-11.0,79.66666666666667
-10.0,65.66666666666667
-9.0,53.0
-8.0,41.666666666666664
-7.0,31.666666666666668
-6.0,23.0
-5.0,15.666666666666666
-4.0,9.666666666666666
-3.0,5.0
-2.0,1.6666666666666667
-1.0,-0.3333333333333333
0.0,-1.0
1.0,-0.3333333333333333
2.0,1.6666666666666667
3.0,5.0
4.0,9.666666666666666
5.0,15.666666666666666
6.0,23.0
7.0,31.666666666666668
8.0,41.666666666666664
9.0,53.0
10.0,65.66666666666667
11.0,79.66666666666667
12.0,95.0
13.0,111.66666666666667
14.0,129.66666666666666
15.0,149.0
16.0,169.66666666666666
17.0,191.66666666666666
18.0,215.0
19.0,239.66666666666666
20.0,265.6666666666667
21.0,293.0
22.0,321.6666666666667
23.0,351.6666666666667
24.0,383.0
25.0,415.6666666666667
26.0,449.6666666666667
27.0,485.0
28.0,521.6666666666666
29.0,559.6666666666666
30.0,599.0
31.0,639.6666666666666
32.0,681.6666666666666
33.0,725.0
34.0,769.6666666666666
35.0,815.6666666666666
36.0,863.0
37.0,911.6666666666666
38.0,961.6666666666666
39.0,1013.0
40.0,1065.6666666666667
41.0,1119.6666666666667
42.0,1175.0
43.0,1231.6666666666667
44.0,1289.6666666666667
45.0,1349.0
46.0,1409.6666666666667
47.0,1471.6666666666667
48.0,1535.0
49.0,1599.6666666666667
50.0,1665.6666666666667
51.0,1733.0
52.0,1801.6666666666667
53.0,1871.6666666666667
54.0,1943.0
